title,author,year_published,canon_tier,primary_type,tone,scope,readability,pages,language,description,read
Long Island,Colm Toibin,2024,8 - Possible,Psychological Portrait,Elegiac; Warm,Chamber,2,304,English,"Eilis Lacey, now settled in Brooklyn, receives news that threatens to upend the life she built after leaving Ireland. Toibin writes with his usual restraint — every suppressed emotion registers on the page like a held breath.",
Our Evenings,Alan Hollinghurst,2024,8 - Possible,Social World,Warm,Panoramic,4,448,English,"A gay man from a modest background moves through decades of English social life, from school to middle age, observing class and desire. Hollinghurst writes with mandarin precision — the sentences are beautiful and the social observation is exacting.",
Small Rain,Garth Greenwell,2024,8 - Possible,Interiority,Warm; Cold,Intimate,3,320,English,"A writer lies in a hospital bed with a mysterious abdominal condition, and the stillness opens space for reflection on art, the body, and intimacy. Greenwell writes long, searching sentences that think in real time.",
Wild Houses,Colin Barrett,2024,8 - Possible,Social World,Elegiac; Cold,Intimate,2,256,English,A small-town Irish kidnapping goes sideways when the captors prove as lost as their hostage. Barrett writes with laconic wit and real menace — a crime novel that runs on character rather than plot machinery.,
The Safekeep,Yael van der Wouden,2024,8 - Possible,Psychological Portrait,Dark; Elegiac,Social,3,304,English,"A rigid Dutch woman in the 1960s discovers her family's farmhouse holds secrets from the German occupation. Van der Wouden builds slow, taut suspense around repression — sexual and historical — in spare, controlled prose.",
Playground,Richard Powers,2024,8 - Possible,Dreamlike,Warm,Panoramic,4,400,English,"Three timelines converge around a French Polynesian island: childhood friendship, AI ambition, and the deep intelligence of octopuses. Powers writes with his characteristic blend of lyricism and ideas, braiding human and ecological scales.",
Held,Anne Michaels,2024,8 - Possible,Epic/Generational,Dark; Cold,Panoramic,5,224,English,"Fragments of lives connected across two world wars and beyond accumulate into a meditation on love, loss, and how the dead persist. Michaels writes in lyric shards — compressed and image-dense, more poem than novel.",
This Strange Eventful History,Claire Messud,2024,8 - Possible,Social World,Warm,Panoramic,3,464,English,"A French Algerian family disperses across continents over the twentieth century, carrying displacement and belonging in equal measure. Messud writes a patient, richly textured family saga with an undertow of exile.",
Stone Yard Devotional,Charlotte Wood,2024,8 - Possible,Psychological Portrait,Warm,Intimate,2,256,English,"A woman retreats to a remote Australian convent and finds her detachment tested by the arrival of an unwelcome guest. Wood writes quiet, precise prose about solitude, belief, and what you owe the world.",
Beautyland,Marie-Helene Bertino,2024,9 - Unlikely,Dreamlike,Warm,Social,2,352,English,"A girl who may be an alien grows up in a New Jersey suburb, transmitting observations about human life back to an unknown audience. Bertino writes a tender, offbeat coming-of-age that uses its premise to defamiliarize ordinary American life.",
The Coin,Yasmin Zaher,2024,9 - Unlikely,Interiority,Warm,Social,2,224,English,"A Palestinian American woman in New York becomes obsessed with cleanliness, spending, and the rituals that hold her unraveling self together. Zaher writes a taut, darkly funny novel about displacement, control, and the body.",
Hard by a Great Forest,Leo Vardiashvili,2024,9 - Unlikely,Dreamlike,Warm,Panoramic,2,320,English,Two brothers search for their missing father across the fractured landscape of post-Soviet Georgia. Vardiashvili writes with dark humor and narrative momentum — a family mystery layered over a country's unresolved grief.,
Heart in Winter,Kevin Barry,2024,9 - Unlikely,Interiority,Warm,Panoramic,4,288,English,"A middle-aged Irishman falls catastrophically in love in a small town on the Shannon Estuary. Barry writes in lyric, swooning prose — every sentence sings, even when the story is about self-destruction.",
The Book of Love,Kelly Link,2024,9 - Unlikely,Dreamlike,Dark; Cold,Social,3,448,English,"Three teenagers return from the dead in a small Maine town, and nobody — including them — knows the rules. Link writes a long, strange, tender novel where the supernatural serves as a vehicle for grief and second chances.",
Hum,Helen Phillips,2024,9 - Unlikely,Interiority,Dark; Elegiac,Social,2,288,English,"A mother navigates a near-future world where humanoid robots are everywhere and her children's safety feels increasingly fragile. Phillips writes a taut domestic thriller about parenthood, technology, and the anxiety that won't let go.",
The City and Its Uncertain Walls,Haruki Murakami,2024,9 - Unlikely,Dreamlike,Dark; Cold,Intimate,2,464,Japanese,"A lonely man moves between the real Tokyo and a walled town that exists in dreams, searching for connection in both. Murakami returns to his most iconic imagery — libraries, shadows, disappearing women — in a slow, melancholy key.",yes
You Dreamed of Empires,Alvaro Enrigue,2024,9 - Unlikely,Dreamlike,Warm,Panoramic,3,272,Spanish,"Montezuma hosts Cortes for a single surreal day in Tenochtitlan, and the encounter plays out as dark comedy and historical vertigo. Enrigue writes with wit and formal invention about the collision that ended a world.",
Enlightenment,Sarah Perry,2024,9 - Unlikely,Social World,Warm,Panoramic,2,400,English,"A friendship between a devout woman and a skeptical astronomer unfolds in a small English town against a backdrop of faith, doubt, and celestial wonder. Perry writes warm, searching fiction about what we look to for meaning.",
Good Material,Dolly Alderton,2024,9 - Unlikely,Social World,Warm,Social,1,352,English,"A stand-up comedian processes a devastating breakup through the lens of material, friendship, and the performance of recovery. Alderton writes with breezy emotional intelligence — funny and achingly recognizable.",
Margo's Got Money Troubles,Rufi Thorpe,2024,9 - Unlikely,Social World,Warm,Social,1,320,English,"A young single mother starts an OnlyFans account with help from her ex-wrestler father, and bootstraps her way toward stability. Thorpe writes a warm, fast-moving novel about class, hustle, and unconventional family support.",
The Anthropologists,Aysegul Savas,2024,9 - Unlikely,Interiority,Warm,Intimate,2,208,English,"A pregnant couple moves to a new city and the narrator observes her changing life with quiet, anthropological detachment. Savas writes spare, understated fiction about domesticity, displacement, and the strangeness of settling.",
Godwin,Joseph O'Neill,2024,9 - Unlikely,Dreamlike,Warm,Social,3,304,English,"A Nigerian Irish family in New York navigates identity, parentage, and the comedy of transatlantic life when their nanny disappears. O'Neill writes with dry wit and structural playfulness about the absurdities of modern cosmopolitan existence.",
State of Paradise,Laura van den Berg,2024,9 - Unlikely,Dreamlike,Warm,Social,3,272,English,"A woman returns to her mother's home in a near-future Florida where a mysterious technology is reshaping reality. Van den Berg writes dreamy, atmospheric fiction where ecological dread and personal grief blur together.",
The Extinction of Irena Rey,Jennifer Croft,2024,9 - Unlikely,Dreamlike,Warm,Social,3,304,English,"Eight translators gather at a famous author's remote Polish compound, and when she vanishes, paranoia and rivalry consume the group. Croft writes a witty, unsettling novel about language, authorship, and the violence of interpretation.",
Heart Be at Peace,Donal Ryan,2024,9 - Unlikely,Social World,Warm,Panoramic,2,272,English,"Three generations of an Irish family carry love, loss, and unspoken feeling through the small events of ordinary life. Ryan writes with his trademark lyricism and emotional directness — every sentence earns its tenderness.",
Consent,Jill Ciment,2024,9 - Unlikely,Psychological Portrait,Dark; Elegiac,Social,2,208,English,"An aging couple's marriage is rewritten when the wife develops dementia and the husband publishes a memoir she can't contest. Ciment writes a sharp, unsettling novel about memory, narrative control, and who owns a shared life.",
Ghostroots,Pemi Aguda,2024,9 - Unlikely,Dreamlike,Warm,Intimate,3,272,English,"In a Nigerian city, the dead and the living share space, and a young woman discovers her family's connection to the spirit world. Aguda writes with imaginative range — the supernatural is woven into everyday life without explanation or apology.",
Clear,Carys Davies,2024,9 - Unlikely,Compressed,Elegiac; Cold,Intimate,2,176,English,"A minister arrives on a nearly abandoned Scottish island to clear the last tenant, and the encounter changes both men. Davies writes a spare, luminous novella about obligation, solitude, and the weight of history on landscape.",
Crooked Plow,Itamar Vieira Junior,2024,9 - Unlikely,Social World,Dark; Elegiac,Panoramic,3,352,Portuguese,"Two sisters bonded by a childhood injury work the land on a Brazilian plantation where exploitation spans generations. Vieira Junior writes with earthy lyricism about race, labor, and the violence embedded in the soil.",
Us Fools,Nora Lange,2024,9 - Unlikely,Social World,Warm,Panoramic,3,224,English,"A girl growing up in 1990s New York becomes entangled with an older man, and the novel examines the wreckage across decades. Lange writes with controlled intensity about power, complicity, and the stories we tell about our own damage.",
Catalina,Karla Cornejo Villavicencio,2024,9 - Unlikely,Social World,Warm,Social,2,272,English,"A young undocumented woman in New York navigates love, faith, and identity while caring for the people around her. Villavicencio writes with warmth and directness about immigration, belonging, and the weight of being seen.",
